store_id,drug_id,city,state,region,week,date,demand,units_dispensed,stock_on_hand,units_ordered,stockout
S04,D11,Hubli,Karnataka,South,117,2025-03-31,173,173,750,0,0
S04,D11,Hubli,Karnataka,South,118,2025-04-07,111,111,1139,0,0
S04,D11,Hubli,Karnataka,South,119,2025-04-14,245,245,1028,529,0
S04,D11,Hubli,Karnataka,South,120,2025-04-21,236,236,783,0,0
S04,D11,Hubli,Karnataka,South,121,2025-04-28,215,215,1076,0,0
S04,D11,Hubli,Karnataka,South,122,2025-05-05,323,323,861,774,0
S04,D11,Hubli,Karnataka,South,123,2025-05-12,185,185,538,0,0
S04,D11,Hubli,Karnataka,South,124,2025-05-19,164,164,1127,0,0
S04,D11,Hubli,Karnataka,South,125,2025-05-26,116,116,963,0,0
S04,D11,Hubli,Karnataka,South,126,2025-06-02,233,233,847,698,0
S04,D11,Hubli,Karnataka,South,127,2025-06-09,189,189,614,0,0
S04,D11,Hubli,Karnataka,South,128,2025-06-16,213,213,1123,0,0
S04,D11,Hubli,Karnataka,South,129,2025-06-23,189,189,910,591,0
S04,D11,Hubli,Karnataka,South,130,2025-06-30,167,167,721,0,0
S04,D11,Hubli,Karnataka,South,131,2025-07-07,238,238,1145,0,0
S04,D11,Hubli,Karnataka,South,132,2025-07-14,326,326,907,731,0
S04,D11,Hubli,Karnataka,South,133,2025-07-21,229,229,581,0,0
S04,D11,Hubli,Karnataka,South,134,2025-07-28,210,210,1083,0,0
S04,D11,Hubli,Karnataka,South,135,2025-08-04,223,223,873,662,0
S04,D11,Hubli,Karnataka,South,136,2025-08-11,120,120,650,0,0
S04,D11,Hubli,Karnataka,South,137,2025-08-18,147,147,1192,0,0
S04,D11,Hubli,Karnataka,South,138,2025-08-25,273,273,1045,540,0
S04,D11,Hubli,Karnataka,South,139,2025-09-01,221,221,772,0,0
S04,D11,Hubli,Karnataka,South,140,2025-09-08,164,164,1091,0,0
S04,D11,Hubli,Karnataka,South,141,2025-09-15,197,197,927,582,0
S04,D11,Hubli,Karnataka,South,142,2025-09-22,145,145,730,0,0
S04,D11,Hubli,Karnataka,South,143,2025-09-29,210,210,1167,0,0
S04,D11,Hubli,Karnataka,South,144,2025-10-06,184,184,957,539,0
S04,D11,Hubli,Karnataka,South,145,2025-10-13,220,220,773,0,0
S04,D11,Hubli,Karnataka,South,146,2025-10-20,153,153,1092,0,0
S04,D11,Hubli,Karnataka,South,147,2025-10-27,273,273,939,646,0
S04,D11,Hubli,Karnataka,South,148,2025-11-03,277,277,666,0,0
S04,D11,Hubli,Karnataka,South,149,2025-11-10,290,290,1035,567,0
S04,D11,Hubli,Karnataka,South,150,2025-11-17,438,438,745,0,0
S04,D11,Hubli,Karnataka,South,151,2025-11-24,389,389,874,827,0
S04,D11,Hubli,Karnataka,South,152,2025-12-01,375,375,485,0,0
S04,D11,Hubli,Karnataka,South,153,2025-12-08,330,330,937,705,0
S04,D11,Hubli,Karnataka,South,154,2025-12-15,539,539,607,0,0
S04,D11,Hubli,Karnataka,South,155,2025-12-22,516,516,773,1055,0
S04,D12,Hubli,Karnataka,South,0,2023-01-02,84,84,835,0,0
S04,D12,Hubli,Karnataka,South,1,2023-01-09,132,132,751,0,0
S04,D12,Hubli,Karnataka,South,2,2023-01-16,134,134,619,350,0
S04,D12,Hubli,Karnataka,South,3,2023-01-23,92,92,485,0,0
S04,D12,Hubli,Karnataka,South,4,2023-01-30,92,92,743,0,0
S04,D12,Hubli,Karnataka,South,5,2023-02-06,113,113,651,0,0
S04,D12,Hubli,Karnataka,South,6,2023-02-13,112,112,538,409,0
S04,D12,Hubli,Karnataka,South,7,2023-02-20,116,116,426,0,0
S04,D12,Hubli,Karnataka,South,8,2023-02-27,115,115,719,0,0
S04,D12,Hubli,Karnataka,South,9,2023-03-06,164,164,604,395,0
S04,D12,Hubli,Karnataka,South,10,2023-03-13,154,154,440,0,0
S04,D12,Hubli,Karnataka,South,11,2023-03-20,86,86,681,0,0
S04,D12,Hubli,Karnataka,South,12,2023-03-27,205,205,595,445,0
S04,D12,Hubli,Karnataka,South,13,2023-04-03,171,171,390,0,0
S04,D12,Hubli,Karnataka,South,14,2023-04-10,132,132,664,0,0
S04,D12,Hubli,Karnataka,South,15,2023-04-17,102,102,532,405,0
S04,D12,Hubli,Karnataka,South,16,2023-04-24,95,95,430,0,0
S04,D12,Hubli,Karnataka,South,17,2023-05-01,88,88,740,0,0
S04,D12,Hubli,Karnataka,South,18,2023-05-08,124,124,652,0,0
S04,D12,Hubli,Karnataka,South,19,2023-05-15,84,84,528,391,0
S04,D12,Hubli,Karnataka,South,20,2023-05-22,119,119,444,0,0
S04,D12,Hubli,Karnataka,South,21,2023-05-29,132,132,716,0,0
S04,D12,Hubli,Karnataka,South,22,2023-06-05,81,81,584,0,0
S04,D12,Hubli,Karnataka,South,23,2023-06-12,91,91,503,423,0
S04,D12,Hubli,Karnataka,South,24,2023-06-19,56,56,412,0,0
S04,D12,Hubli,Karnataka,South,25,2023-06-26,104,104,779,0,0
S04,D12,Hubli,Karnataka,South,26,2023-07-03,70,70,675,0,0
S04,D12,Hubli,Karnataka,South,27,2023-07-10,176,176,605,406,0
S04,D12,Hubli,Karnataka,South,28,2023-07-17,116,116,429,0,0
S04,D12,Hubli,Karnataka,South,29,2023-07-24,161,161,719,0,0
S04,D12,Hubli,Karnataka,South,30,2023-07-31,139,139,558,416,0
S04,D12,Hubli,Karnataka,South,31,2023-08-07,61,61,419,0,0
S04,D12,Hubli,Karnataka,South,32,2023-08-14,116,116,774,0,0
S04,D12,Hubli,Karnataka,South,33,2023-08-21,102,102,658,0,0
S04,D12,Hubli,Karnataka,South,34,2023-08-28,151,151,556,430,0
S04,D12,Hubli,Karnataka,South,35,2023-09-04,145,145,405,0,0
S04,D12,Hubli,Karnataka,South,36,2023-09-11,76,76,690,0,0
S04,D12,Hubli,Karnataka,South,37,2023-09-18,102,102,614,0,0
S04,D12,Hubli,Karnataka,South,38,2023-09-25,95,95,512,418,0
S04,D12,Hubli,Karnataka,South,39,2023-10-02,253,253,417,0,0
S04,D12,Hubli,Karnataka,South,40,2023-10-09,121,121,582,374,0
S04,D12,Hubli,Karnataka,South,41,2023-10-16,138,138,461,0,0
S04,D12,Hubli,Karnataka,South,42,2023-10-23,267,267,697,405,0
S04,D12,Hubli,Karnataka,South,43,2023-10-30,290,290,430,0,0
S04,D12,Hubli,Karnataka,South,44,2023-11-06,158,158,545,448,0
S04,D12,Hubli,Karnataka,South,45,2023-11-13,326,326,387,0,0
S04,D12,Hubli,Karnataka,South,46,2023-11-20,188,188,509,514,0
S04,D12,Hubli,Karnataka,South,47,2023-11-27,177,177,321,0,0
S04,D12,Hubli,Karnataka,South,48,2023-12-04,236,236,658,413,0
S04,D12,Hubli,Karnataka,South,49,2023-12-11,220,220,422,0,0
S04,D12,Hubli,Karnataka,South,50,2023-12-18,164,164,615,384,0
S04,D12,Hubli,Karnataka,South,51,2023-12-25,161,161,451,0,0
S04,D12,Hubli,Karnataka,South,52,2024-01-01,173,173,674,0,0
S04,D12,Hubli,Karnataka,South,53,2024-01-08,103,103,501,437,0
S04,D12,Hubli,Karnataka,South,54,2024-01-15,89,89,398,0,0
S04,D12,Hubli,Karnataka,South,55,2024-01-22,212,212,746,0,0
S04,D12,Hubli,Karnataka,South,56,2024-01-29,94,94,534,395,0
S04,D12,Hubli,Karnataka,South,57,2024-02-05,113,113,440,0,0
S04,D12,Hubli,Karnataka,South,58,2024-02-12,141,141,722,0,0
S04,D12,Hubli,Karnataka,South,59,2024-02-19,181,181,581,435,0
S04,D12,Hubli,Karnataka,South,60,2024-02-26,87,87,400,0,0
S04,D12,Hubli,Karnataka,South,61,2024-03-04,188,188,748,0,0
S04,D12,Hubli,Karnataka,South,62,2024-03-11,77,77,560,352,0
S04,D12,Hubli,Karnataka,South,63,2024-03-18,111,111,483,0,0
S04,D12,Hubli,Karnataka,South,64,2024-03-25,209,209,724,0,0
S04,D12,Hubli,Karnataka,South,65,2024-04-01,138,138,515,458,0
S04,D12,Hubli,Karnataka,South,66,2024-04-08,111,111,377,0,0
S04,D12,Hubli,Karnataka,South,67,2024-04-15,199,199,724,0,0
S04,D12,Hubli,Karnataka,South,68,2024-04-22,141,141,525,451,0
S04,D12,Hubli,Karnataka,South,69,2024-04-29,181,181,384,0,0
S04,D12,Hubli,Karnataka,South,70,2024-05-06,176,176,654,357,0
S04,D12,Hubli,Karnataka,South,71,2024-05-13,158,158,478,0,0
S04,D12,Hubli,Karnataka,South,72,2024-05-20,81,81,677,0,0
S04,D12,Hubli,Karnataka,South,73,2024-05-27,88,88,596,0,0
S04,D12,Hubli,Karnataka,South,74,2024-06-03,99,99,508,426,0
S04,D12,Hubli,Karnataka,South,75,2024-06-10,160,160,409,0,0
S04,D12,Hubli,Karnataka,South,76,2024-06-17,133,133,675,0,0
S04,D12,Hubli,Karnataka,South,77,2024-06-24,224,224,542,517,0
S04,D12,Hubli,Karnataka,South,78,2024-07-01,120,120,318,0,0
S04,D12,Hubli,Karnataka,South,79,2024-07-08,110,110,715,0,0
S04,D12,Hubli,Karnataka,South,80,2024-07-15,40,40,605,0,0
S04,D12,Hubli,Karnataka,South,81,2024-07-22,129,129,565,399,0
S04,D12,Hubli,Karnataka,South,82,2024-07-29,130,130,436,0,0
S04,D12,Hubli,Karnataka,South,83,2024-08-05,58,58,705,0,0
S04,D12,Hubli,Karnataka,South,84,2024-08-12,45,45,647,0,0
S04,D12,Hubli,Karnataka,South,85,2024-08-19,64,64,602,0,0
S04,D12,Hubli,Karnataka,South,86,2024-08-26,99,99,538,396,0
S04,D12,Hubli,Karnataka,South,87,2024-09-02,103,103,439,0,0
S04,D12,Hubli,Karnataka,South,88,2024-09-09,117,117,732,0,0
S04,D12,Hubli,Karnataka,South,89,2024-09-16,109,109,615,0,0
S04,D12,Hubli,Karnataka,South,90,2024-09-23,187,187,506,516,0
S04,D12,Hubli,Karnataka,South,91,2024-09-30,180,180,319,0,0
S04,D12,Hubli,Karnataka,South,92,2024-10-07,147,147,655,0,0
S04,D12,Hubli,Karnataka,South,93,2024-10-14,154,154,508,481,0
S04,D12,Hubli,Karnataka,South,94,2024-10-21,119,119,354,0,0
S04,D12,Hubli,Karnataka,South,95,2024-10-28,239,239,716,358,0
S04,D12,Hubli,Karnataka,South,96,2024-11-04,135,135,477,0,0
S04,D12,Hubli,Karnataka,South,97,2024-11-11,182,182,700,0,0
S04,D12,Hubli,Karnataka,South,98,2024-11-18,191,191,518,508,0
S04,D12,Hubli,Karnataka,South,99,2024-11-25,120,120,327,0,0
S04,D12,Hubli,Karnataka,South,100,2024-12-02,224,224,715,344,0
S04,D12,Hubli,Karnataka,South,101,2024-12-09,241,241,491,0,0
S04,D12,Hubli,Karnataka,South,102,2024-12-16,163,163,594,404,0
S04,D12,Hubli,Karnataka,South,103,2024-12-23,185,185,431,0,0
S04,D12,Hubli,Karnataka,South,104,2024-12-30,243,243,650,428,0
S04,D12,Hubli,Karnataka,South,105,2025-01-06,227,227,407,0,0
S04,D12,Hubli,Karnataka,South,106,2025-01-13,224,224,608,451,0
S04,D12,Hubli,Karnataka,South,107,2025-01-20,148,148,384,0,0
S04,D12,Hubli,Karnataka,South,108,2025-01-27,199,199,687,347,0
S04,D12,Hubli,Karnataka,South,109,2025-02-03,204,204,488,0,0
S04,D12,Hubli,Karnataka,South,110,2025-02-10,217,217,631,421,0
S04,D12,Hubli,Karnataka,South,111,2025-02-17,141,141,414,0,0
S04,D12,Hubli,Karnataka,South,112,2025-02-24,165,165,694,0,0
S04,D12,Hubli,Karnataka,South,113,2025-03-03,158,158,529,464,0
S04,D12,Hubli,Karnataka,South,114,2025-03-10,89,89,371,0,0
S04,D12,Hubli,Karnataka,South,115,2025-03-17,111,111,746,0,0
S04,D12,Hubli,Karnataka,South,116,2025-03-24,179,179,635,379,0
S04,D12,Hubli,Karnataka,South,117,2025-03-31,132,132,456,0,0
S04,D12,Hubli,Karnataka,South,118,2025-04-07,198,198,703,0,0
S04,D12,Hubli,Karnataka,South,119,2025-04-14,117,117,505,447,0
S04,D12,Hubli,Karnataka,South,120,2025-04-21,134,134,388,0,0
S04,D12,Hubli,Karnataka,South,121,2025-04-28,233,233,701,367,0
S04,D12,Hubli,Karnataka,South,122,2025-05-05,210,210,468,0,0
S04,D12,Hubli,Karnataka,South,123,2025-05-12,166,166,625,376,0
S04,D12,Hubli,Karnataka,South,124,2025-05-19,132,132,459,0,0
S04,D12,Hubli,Karnataka,South,125,2025-05-26,108,108,703,0,0
S04,D12,Hubli,Karnataka,South,126,2025-06-02,100,100,595,340,0
S04,D12,Hubli,Karnataka,South,127,2025-06-09,146,146,495,0,0
S04,D12,Hubli,Karnataka,South,128,2025-06-16,205,205,689,351,0
S04,D12,Hubli,Karnataka,South,129,2025-06-23,236,236,484,0,0
S04,D12,Hubli,Karnataka,South,130,2025-06-30,93,93,599,0,0
S04,D12,Hubli,Karnataka,South,131,2025-07-07,125,125,506,454,0
S04,D12,Hubli,Karnataka,South,132,2025-07-14,203,203,381,0,0
S04,D12,Hubli,Karnataka,South,133,2025-07-21,102,102,632,0,0
S04,D12,Hubli,Karnataka,South,134,2025-07-28,162,162,530,467,0
S04,D12,Hubli,Karnataka,South,135,2025-08-04,172,172,368,0,0
S04,D12,Hubli,Karnataka,South,136,2025-08-11,119,119,663,0,0
S04,D12,Hubli,Karnataka,South,137,2025-08-18,212,212,544,503,0
S04,D12,Hubli,Karnataka,South,138,2025-08-25,73,73,332,0,0
S04,D12,Hubli,Karnataka,South,139,2025-09-01,107,107,762,0,0
S04,D12,Hubli,Karnataka,South,140,2025-09-08,68,68,655,0,0
S04,D12,Hubli,Karnataka,South,141,2025-09-15,142,142,587,390,0
S04,D12,Hubli,Karnataka,South,142,2025-09-22,120,120,445,0,0
S04,D12,Hubli,Karnataka,South,143,2025-09-29,167,167,715,0,0
S04,D12,Hubli,Karnataka,South,144,2025-10-06,106,106,548,393,0
S04,D12,Hubli,Karnataka,South,145,2025-10-13,251,251,442,0,0
S04,D12,Hubli,Karnataka,South,146,2025-10-20,179,179,584,430,0
S04,D12,Hubli,Karnataka,South,147,2025-10-27,225,225,405,0,0
S04,D12,Hubli,Karnataka,South,148,2025-11-03,161,161,610,386,0
S04,D12,Hubli,Karnataka,South,149,2025-11-10,231,231,449,0,0
S04,D12,Hubli,Karnataka,South,150,2025-11-17,283,283,604,514,0
S04,D12,Hubli,Karnataka,South,151,2025-11-24,265,265,321,0,0
S04,D12,Hubli,Karnataka,South,152,2025-12-01,133,133,570,398,0
S04,D12,Hubli,Karnataka,South,153,2025-12-08,206,206,437,0,0
S04,D12,Hubli,Karnataka,South,154,2025-12-15,261,261,629,467,0
S04,D12,Hubli,Karnataka,South,155,2025-12-22,195,195,368,0,0
S04,D13,Hubli,Karnataka,South,0,2023-01-02,164,164,865,0,0
S04,D13,Hubli,Karnataka,South,1,2023-01-09,146,146,701,0,0
S04,D13,Hubli,Karnataka,South,2,2023-01-16,163,163,555,473,0
S04,D13,Hubli,Karnataka,South,3,2023-01-23,138,138,392,0,0
S04,D13,Hubli,Karnataka,South,4,2023-01-30,324,324,727,462,0
S04,D13,Hubli,Karnataka,South,5,2023-02-06,124,124,403,0,0
S04,D13,Hubli,Karnataka,South,6,2023-02-13,233,233,741,357,0
S04,D13,Hubli,Karnataka,South,7,2023-02-20,211,211,508,0,0
S04,D13,Hubli,Karnataka,South,8,2023-02-27,142,142,654,353,0
S04,D13,Hubli,Karnataka,South,9,2023-03-06,94,94,512,0,0
S04,D13,Hubli,Karnataka,South,10,2023-03-13,134,134,771,0,0
S04,D13,Hubli,Karnataka,South,11,2023-03-20,162,162,637,390,0
S04,D13,Hubli,Karnataka,South,12,2023-03-27,255,255,475,0,0
S04,D13,Hubli,Karnataka,South,13,2023-04-03,55,55,610,0,0
S04,D13,Hubli,Karnataka,South,14,2023-04-10,126,126,555,436,0
S04,D13,Hubli,Karnataka,South,15,2023-04-17,230,230,429,0,0
S04,D13,Hubli,Karnataka,South,16,2023-04-24,117,117,635,347,0
S04,D13,Hubli,Karnataka,South,17,2023-05-01,192,192,518,0,0
S04,D13,Hubli,Karnataka,South,18,2023-05-08,178,178,673,370,0
S04,D13,Hubli,Karnataka,South,19,2023-05-15,59,59,495,0,0
S04,D13,Hubli,Karnataka,South,20,2023-05-22,77,77,806,0,0
S04,D13,Hubli,Karnataka,South,21,2023-05-29,125,125,729,0,0
S04,D13,Hubli,Karnataka,South,22,2023-06-05,89,89,604,350,0
S04,D13,Hubli,Karnataka,South,23,2023-06-12,99,99,515,0,0
S04,D13,Hubli,Karnataka,South,24,2023-06-19,86,86,766,0,0
S04,D13,Hubli,Karnataka,South,25,2023-06-26,75,75,680,0,0
S04,D13,Hubli,Karnataka,South,26,2023-07-03,96,96,605,356,0
S04,D13,Hubli,Karnataka,South,27,2023-07-10,115,115,509,0,0
S04,D13,Hubli,Karnataka,South,28,2023-07-17,36,36,750,0,0
S04,D13,Hubli,Karnataka,South,29,2023-07-24,63,63,714,0,0
S04,D13,Hubli,Karnataka,South,30,2023-07-31,146,146,651,360,0
S04,D13,Hubli,Karnataka,South,31,2023-08-07,61,61,505,0,0
S04,D13,Hubli,Karnataka,South,32,2023-08-14,76,76,804,0,0
S04,D13,Hubli,Karnataka,South,33,2023-08-21,79,79,728,0,0
S04,D13,Hubli,Karnataka,South,34,2023-08-28,76,76,649,0,0
S04,D13,Hubli,Karnataka,South,35,2023-09-04,100,100,573,392,0
S04,D13,Hubli,Karnataka,South,36,2023-09-11,78,78,473,0,0
S04,D13,Hubli,Karnataka,South,37,2023-09-18,55,55,787,0,0
S04,D13,Hubli,Karnataka,South,38,2023-09-25,162,162,732,0,0
S04,D13,Hubli,Karnataka,South,39,2023-10-02,228,228,570,523,0
S04,D13,Hubli,Karnataka,South,40,2023-10-09,157,157,342,0,0
S04,D13,Hubli,Karnataka,South,41,2023-10-16,162,162,708,0,0
S04,D13,Hubli,Karnataka,South,42,2023-10-23,163,163,546,482,0
S04,D13,Hubli,Karnataka,South,43,2023-10-30,79,79,383,0,0
S04,D13,Hubli,Karnataka,South,44,2023-11-06,158,158,786,0,0
S04,D13,Hubli,Karnataka,South,45,2023-11-13,213,213,628,450,0
S04,D13,Hubli,Karnataka,South,46,2023-11-20,133,133,415,0,0
S04,D13,Hubli,Karnataka,South,47,2023-11-27,117,117,732,0,0
S04,D13,Hubli,Karnataka,South,48,2023-12-04,220,220,615,470,0
S04,D13,Hubli,Karnataka,South,49,2023-12-11,295,295,395,0,0
S04,D13,Hubli,Karnataka,South,50,2023-12-18,152,152,570,447,0
S04,D13,Hubli,Karnataka,South,51,2023-12-25,218,218,418,0,0
S04,D13,Hubli,Karnataka,South,52,2024-01-01,153,153,647,371,0
S04,D13,Hubli,Karnataka,South,53,2024-01-08,128,128,494,0,0
S04,D13,Hubli,Karnataka,South,54,2024-01-15,243,243,737,371,0
S04,D13,Hubli,Karnataka,South,55,2024-01-22,138,138,494,0,0
S04,D13,Hubli,Karnataka,South,56,2024-01-29,125,125,727,0,0
S04,D13,Hubli,Karnataka,South,57,2024-02-05,197,197,602,460,0
S04,D13,Hubli,Karnataka,South,58,2024-02-12,89,89,405,0,0
S04,D13,Hubli,Karnataka,South,59,2024-02-19,185,185,776,0,0
S04,D13,Hubli,Karnataka,South,60,2024-02-26,209,209,591,483,0
S04,D13,Hubli,Karnataka,South,61,2024-03-04,146,146,382,0,0
S04,D13,Hubli,Karnataka,South,62,2024-03-11,190,190,719,0,0
S04,D13,Hubli,Karnataka,South,63,2024-03-18,202,202,529,538,0
S04,D13,Hubli,Karnataka,South,64,2024-03-25,170,170,327,0,0
S04,D13,Hubli,Karnataka,South,65,2024-04-01,91,91,695,0,0
S04,D13,Hubli,Karnataka,South,66,2024-04-08,96,96,604,357,0
S04,D13,Hubli,Karnataka,South,67,2024-04-15,94,94,508,0,0
S04,D13,Hubli,Karnataka,South,68,2024-04-22,111,111,771,0,0
S04,D13,Hubli,Karnataka,South,69,2024-04-29,75,75,660,0,0
S04,D13,Hubli,Karnataka,South,70,2024-05-06,96,96,585,376,0
S04,D13,Hubli,Karnataka,South,71,2024-05-13,144,144,489,0,0
S04,D13,Hubli,Karnataka,South,72,2024-05-20,133,133,721,0,0
S04,D13,Hubli,Karnataka,South,73,2024-05-27,115,115,588,392,0
S04,D13,Hubli,Karnataka,South,74,2024-06-03,102,102,473,0,0
S04,D13,Hubli,Karnataka,South,75,2024-06-10,113,113,763,0,0
S04,D13,Hubli,Karnataka,South,76,2024-06-17,104,104,650,0,0
S04,D13,Hubli,Karnataka,South,77,2024-06-24,161,161,546,480,0
S04,D13,Hubli,Karnataka,South,78,2024-07-01,67,67,385,0,0
S04,D13,Hubli,Karnataka,South,79,2024-07-08,151,151,798,0,0
S04,D13,Hubli,Karnataka,South,80,2024-07-15,123,123,647,0,0
S04,D13,Hubli,Karnataka,South,81,2024-07-22,171,171,524,512,0
S04,D13,Hubli,Karnataka,South,82,2024-07-29,71,71,353,0,0
S04,D13,Hubli,Karnataka,South,83,2024-08-05,93,93,794,0,0
S04,D13,Hubli,Karnataka,South,84,2024-08-12,122,122,701,0,0
S04,D13,Hubli,Karnataka,South,85,2024-08-19,96,96,579,382,0
S04,D13,Hubli,Karnataka,South,86,2024-08-26,132,132,483,0,0
S04,D13,Hubli,Karnataka,South,87,2024-09-02,114,114,733,0,0
S04,D13,Hubli,Karnataka,South,88,2024-09-09,121,121,619,367,0
S04,D13,Hubli,Karnataka,South,89,2024-09-16,91,91,498,0,0
S04,D13,Hubli,Karnataka,South,90,2024-09-23,125,125,774,0,0
S04,D13,Hubli,Karnataka,South,91,2024-09-30,90,90,649,0,0
S04,D13,Hubli,Karnataka,South,92,2024-10-07,93,93,559,399,0
S04,D13,Hubli,Karnataka,South,93,2024-10-14,151,151,466,0,0
S04,D13,Hubli,Karnataka,South,94,2024-10-21,141,141,714,0,0
S04,D13,Hubli,Karnataka,South,95,2024-10-28,133,133,573,425,0
S04,D13,Hubli,Karnataka,South,96,2024-11-04,93,93,440,0,0
S04,D13,Hubli,Karnataka,South,97,2024-11-11,302,302,772,395,0
S04,D13,Hubli,Karnataka,South,98,2024-11-18,152,152,470,0,0
S04,D13,Hubli,Karnataka,South,99,2024-11-25,161,161,713,0,0
S04,D13,Hubli,Karnataka,South,100,2024-12-02,170,170,552,483,0
S04,D13,Hubli,Karnataka,South,101,2024-12-09,141,141,382,0,0
S04,D13,Hubli,Karnataka,South,102,2024-12-16,298,298,724,439,0
S04,D13,Hubli,Karnataka,South,103,2024-12-23,265,265,426,0,0
S04,D13,Hubli,Karnataka,South,104,2024-12-30,92,92,600,357,0
S04,D13,Hubli,Karnataka,South,105,2025-01-06,239,239,508,0,0
S04,D13,Hubli,Karnataka,South,106,2025-01-13,274,274,626,513,0
S04,D13,Hubli,Karnataka,South,107,2025-01-20,276,276,352,0,0
S04,D13,Hubli,Karnataka,South,108,2025-01-27,112,112,589,388,0
S04,D13,Hubli,Karnataka,South,109,2025-02-03,142,142,477,0,0
S04,D13,Hubli,Karnataka,South,110,2025-02-10,178,178,723,0,0
S04,D13,Hubli,Karnataka,South,111,2025-02-17,179,179,545,499,0
S04,D13,Hubli,Karnataka,South,112,2025-02-24,219,219,366,0,0
S04,D13,Hubli,Karnataka,South,113,2025-03-03,90,90,646,0,0
S04,D13,Hubli,Karnataka,South,114,2025-03-10,204,204,556,513,0
S04,D13,Hubli,Karnataka,South,115,2025-03-17,84,84,352,0,0
S04,D13,Hubli,Karnataka,South,116,2025-03-24,143,143,781,0,0
S04,D13,Hubli,Karnataka,South,117,2025-03-31,109,109,638,0,0
S04,D13,Hubli,Karnataka,South,118,2025-04-07,100,100,529,436,0
S04,D13,Hubli,Karnataka,South,119,2025-04-14,102,102,429,0,0
S04,D13,Hubli,Karnataka,South,120,2025-04-21,179,179,763,0,0
S04,D13,Hubli,Karnataka,South,121,2025-04-28,84,84,584,365,0
S04,D13,Hubli,Karnataka,South,122,2025-05-05,106,106,500,0,0
S04,D13,Hubli,Karnataka,South,123,2025-05-12,189,189,759,0,0
S04,D13,Hubli,Karnataka,South,124,2025-05-19,106,106,570,401,0
S04,D13,Hubli,Karnataka,South,125,2025-05-26,124,124,464,0,0
S04,D13,Hubli,Karnataka,South,126,2025-06-02,204,204,741,0,0
S04,D13,Hubli,Karnataka,South,127,2025-06-09,131,131,537,459,0
S04,D13,Hubli,Karnataka,South,128,2025-06-16,66,66,406,0,0
S04,D13,Hubli,Karnataka,South,129,2025-06-23,111,111,799,0,0
S04,D13,Hubli,Karnataka,South,130,2025-06-30,83,83,688,0,0
S04,D13,Hubli,Karnataka,South,131,2025-07-07,140,140,605,400,0
S04,D13,Hubli,Karnataka,South,132,2025-07-14,189,189,465,0,0
S04,D13,Hubli,Karnataka,South,133,2025-07-21,200,200,676,389,0
S04,D13,Hubli,Karnataka,South,134,2025-07-28,114,114,476,0,0
S04,D13,Hubli,Karnataka,South,135,2025-08-04,140,140,751,0,0
S04,D13,Hubli,Karnataka,South,136,2025-08-11,111,111,611,365,0
S04,D13,Hubli,Karnataka,South,137,2025-08-18,101,101,500,0,0
S04,D13,Hubli,Karnataka,South,138,2025-08-25,141,141,764,0,0
S04,D13,Hubli,Karnataka,South,139,2025-09-01,200,200,623,442,0
S04,D13,Hubli,Karnataka,South,140,2025-09-08,122,122,423,0,0
S04,D13,Hubli,Karnataka,South,141,2025-09-15,74,74,743,0,0
S04,D13,Hubli,Karnataka,South,142,2025-09-22,100,100,669,0,0
S04,D13,Hubli,Karnataka,South,143,2025-09-29,234,234,569,530,0
S04,D13,Hubli,Karnataka,South,144,2025-10-06,148,148,335,0,0
S04,D13,Hubli,Karnataka,South,145,2025-10-13,181,181,717,0,0
S04,D13,Hubli,Karnataka,South,146,2025-10-20,176,176,536,505,0
S04,D13,Hubli,Karnataka,South,147,2025-10-27,195,195,360,0,0
S04,D13,Hubli,Karnataka,South,148,2025-11-03,220,220,670,415,0
S04,D13,Hubli,Karnataka,South,149,2025-11-10,116,116,450,0,0
S04,D13,Hubli,Karnataka,South,150,2025-11-17,265,265,749,381,0
S04,D13,Hubli,Karnataka,South,151,2025-11-24,286,286,484,0,0
S04,D13,Hubli,Karnataka,South,152,2025-12-01,193,193,579,479,0
S04,D13,Hubli,Karnataka,South,153,2025-12-08,183,183,386,0,0
S04,D13,Hubli,Karnataka,South,154,2025-12-15,187,187,682,370,0
S04,D13,Hubli,Karnataka,South,155,2025-12-22,242,242,495,0,0
S04,D14,Hubli,Karnataka,South,0,2023-01-02,59,59,430,0,0
S04,D14,Hubli,Karnataka,South,1,2023-01-09,90,90,371,0,0
S04,D14,Hubli,Karnataka,South,2,2023-01-16,125,125,281,274,0
S04,D14,Hubli,Karnataka,South,3,2023-01-23,53,53,156,0,0
S04,D14,Hubli,Karnataka,South,4,2023-01-30,38,38,377,0,0
S04,D14,Hubli,Karnataka,South,5,2023-02-06,63,63,339,0,0
S04,D14,Hubli,Karnataka,South,6,2023-02-13,65,65,276,219,0
S04,D14,Hubli,Karnataka,South,7,2023-02-20,49,49,211,0,0
S04,D14,Hubli,Karnataka,South,8,2023-02-27,109,109,381,0,0
S04,D14,Hubli,Karnataka,South,9,2023-03-06,96,96,272,254,0
S04,D14,Hubli,Karnataka,South,10,2023-03-13,109,109,176,0,0
S04,D14,Hubli,Karnataka,South,11,2023-03-20,95,95,321,204,0
S04,D14,Hubli,Karnataka,South,12,2023-03-27,85,85,226,0,0
S04,D14,Hubli,Karnataka,South,13,2023-04-03,45,45,345,0,0
S04,D14,Hubli,Karnataka,South,14,2023-04-10,104,104,300,234,0
