region,week,week_of_year,rainfall_anomaly,monsoon_phase,festival_intensity,sev_dengue,sev_malaria,sev_flu,sev_diarrhoeal,sev_respiratory,sev_typhoid,sev_chikungunya,sev_leptospirosis,date
East-Central,77,26,0.772,monsoon,0.0,0.018,0.943,0.033,0.799,0.0,0.5,0.001,0.0,2024-06-24
East-Central,78,27,0.89,monsoon,0.0,0.042,0.974,0.0,0.775,0.0,0.528,0.005,0.043,2024-07-01
East-Central,79,28,0.817,monsoon,0.0,0.103,0.969,0.008,0.772,0.0,0.56,0.03,0.007,2024-07-08
East-Central,80,29,0.818,monsoon,0.0,0.121,0.923,0.0,0.725,0.022,0.656,0.0,0.012,2024-07-15
East-Central,81,30,0.841,monsoon,0.0,0.204,0.929,0.004,0.762,0.0,0.593,0.0,0.0,2024-07-22
East-Central,82,31,0.823,monsoon,0.0,0.279,0.872,0.0,0.7,0.004,0.553,0.0,0.0,2024-07-29
East-Central,83,32,0.862,monsoon,0.0,0.317,0.803,0.0,0.663,0.011,0.515,0.022,0.015,2024-08-05
East-Central,84,33,0.814,monsoon,0.0,0.451,0.72,0.01,0.589,0.0,0.432,0.035,0.0,2024-08-12
East-Central,85,34,0.582,monsoon,0.0,0.498,0.686,0.002,0.565,0.0,0.353,0.057,0.0,2024-08-19
East-Central,86,35,0.614,monsoon,0.0,0.541,0.597,0.0,0.489,0.052,0.311,0.032,0.001,2024-08-26
East-Central,87,36,0.662,monsoon,0.2,0.63,0.474,0.028,0.414,0.0,0.2,0.019,0.259,2024-09-02
East-Central,88,37,0.531,monsoon,0.2,0.712,0.424,0.0,0.414,0.0,0.163,0.0,0.0,2024-09-09
East-Central,89,38,0.568,monsoon,0.2,0.702,0.34,0.0,0.338,0.011,0.128,0.026,0.0,2024-09-16
East-Central,90,39,0.301,post-monsoon,0.0,0.653,0.284,0.0,0.294,0.06,0.063,0.0,0.008,2024-09-23
East-Central,91,40,0.177,post-monsoon,0.0,0.676,0.552,0.01,0.229,0.121,0.074,0.0,0.0,2024-09-30
East-Central,92,41,0.282,post-monsoon,0.8,0.534,0.149,0.014,0.234,0.315,0.025,0.008,0.0,2024-10-07
East-Central,93,42,0.199,post-monsoon,0.8,0.539,0.172,0.041,0.247,0.122,0.03,0.0,0.029,2024-10-14
East-Central,94,43,0.21,post-monsoon,0.8,0.46,0.111,0.006,0.15,0.166,0.0,0.0,0.013,2024-10-21
East-Central,95,44,0.078,post-monsoon,0.7,0.334,0.082,0.0,0.065,0.281,0.014,0.0,0.0,2024-10-28
East-Central,96,45,0.057,post-monsoon,0.7,0.271,0.045,0.0,0.132,0.294,0.0,0.0,0.0,2024-11-04
East-Central,97,46,0.122,post-monsoon,0.0,0.184,0.017,0.0,0.057,0.341,0.004,0.0,0.042,2024-11-11
East-Central,98,47,0.034,winter,0.0,0.166,0.009,0.0,0.105,0.358,0.002,0.009,0.149,2024-11-18
East-Central,99,48,0.076,winter,0.0,0.071,0.0,0.0,0.017,0.488,0.015,0.046,0.038,2024-11-25
East-Central,100,49,0.094,winter,0.0,0.041,0.0,0.0,0.059,0.478,0.009,0.0,0.013,2024-12-02
East-Central,101,50,0.001,winter,0.0,0.042,0.0,0.021,0.012,0.509,0.0,0.0,0.011,2024-12-09
East-Central,102,51,-0.003,winter,0.3,0.042,0.0,0.044,0.0,0.487,0.0,0.008,0.0,2024-12-16
East-Central,103,52,0.057,winter,0.3,0.007,0.0,0.005,0.0,0.433,0.002,0.0,0.0,2024-12-23
East-Central,104,1,-0.032,winter,0.3,0.046,0.033,0.006,0.0,0.414,0.0,0.0,0.008,2024-12-30
East-Central,105,2,0.026,winter,0.3,0.033,0.0,0.0,0.027,0.358,0.0,0.013,0.005,2025-01-06
East-Central,106,3,0.134,winter,0.3,0.0,0.0,0.008,0.03,0.306,0.011,0.387,0.0,2025-01-13
East-Central,107,4,-0.093,winter,0.0,0.016,0.0,0.0,0.05,0.271,0.025,0.0,0.061,2025-01-20
East-Central,108,5,-0.056,winter,0.0,0.0,0.026,0.013,0.04,0.197,0.0,0.006,0.0,2025-01-27
East-Central,109,6,0.121,winter,0.0,0.011,0.051,0.0,0.076,0.127,0.006,0.0,0.0,2025-02-03
East-Central,110,7,0.06,winter,0.0,0.04,0.0,0.015,0.082,0.08,0.024,0.0,0.0,2025-02-10
East-Central,111,8,-0.067,winter,0.0,0.0,0.042,0.0,0.091,0.09,0.045,0.0,0.0,2025-02-17
East-Central,112,9,0.031,winter,0.0,0.017,0.031,0.0,0.135,0.037,0.004,0.025,0.0,2025-02-24
East-Central,113,10,0.04,winter,0.0,0.041,0.046,0.0,0.157,0.01,0.0,0.003,0.004,2025-03-03
East-Central,114,11,0.068,winter,0.6,0.0,0.047,0.008,0.226,0.0,0.0,0.0,0.004,2025-03-10
East-Central,115,12,0.123,winter,0.6,0.012,0.107,0.0,0.277,0.003,0.011,0.022,0.008,2025-03-17
East-Central,116,13,0.13,winter,0.6,0.019,0.094,0.0,0.255,0.0,0.006,0.0,0.0,2025-03-24
East-Central,117,14,0.182,winter,0.5,0.0,0.143,0.0,0.35,0.013,0.026,0.0,0.0,2025-03-31
East-Central,118,15,0.028,pre-monsoon,0.5,0.008,0.091,0.0,0.417,0.024,0.011,0.0,0.004,2025-04-07
East-Central,119,16,0.105,pre-monsoon,0.0,0.025,0.207,0.0,0.433,0.0,0.011,0.0,0.022,2025-04-14
East-Central,120,17,0.252,pre-monsoon,0.0,0.046,0.212,0.014,0.492,0.01,0.01,0.04,0.0,2025-04-21
East-Central,121,18,0.164,pre-monsoon,0.0,0.0,0.305,0.0,0.546,0.0,0.062,0.0,0.0,2025-04-28
East-Central,122,19,0.317,pre-monsoon,0.0,0.0,0.434,0.011,0.571,0.011,0.109,0.0,0.022,2025-05-05
East-Central,123,20,0.299,pre-monsoon,0.0,0.005,0.472,0.0,0.669,0.0,0.111,0.0,0.0,2025-05-12
East-Central,124,21,0.367,pre-monsoon,0.0,0.0,0.597,0.0,0.683,0.0,0.186,0.0,0.022,2025-05-19
East-Central,125,22,0.486,pre-monsoon,0.0,0.0,0.643,0.021,0.711,0.071,0.265,0.009,0.026,2025-05-26
East-Central,126,23,0.441,pre-monsoon,0.4,0.013,0.782,0.016,0.775,0.0,0.293,0.031,0.008,2025-06-02
East-Central,127,24,0.628,monsoon,0.4,0.0,0.856,0.0,0.799,0.029,0.373,0.011,0.0,2025-06-09
East-Central,128,25,0.699,monsoon,0.4,0.023,0.855,0.049,0.781,0.002,0.435,0.004,0.047,2025-06-16
East-Central,129,26,0.754,monsoon,0.0,0.005,0.895,0.0,0.784,0.0,0.454,0.0,0.0,2025-06-23
East-Central,130,27,0.708,monsoon,0.0,0.012,0.97,0.005,0.757,0.0,0.576,0.0,0.0,2025-06-30
East-Central,131,28,0.85,monsoon,0.0,0.051,0.98,0.0,0.775,0.015,0.601,0.002,0.0,2025-07-07
East-Central,132,29,1.042,monsoon,0.0,0.592,0.91,0.0,0.771,0.0,0.607,0.0,0.0,2025-07-14
East-Central,133,30,0.916,monsoon,0.0,0.19,0.926,0.0,0.703,0.016,0.596,0.0,0.001,2025-07-21
East-Central,134,31,0.904,monsoon,0.0,0.294,0.843,0.0,0.698,0.0,0.556,0.0,0.024,2025-07-28
East-Central,135,32,0.84,monsoon,0.0,0.345,0.772,0.03,0.678,0.018,0.544,0.0,0.006,2025-08-04
East-Central,136,33,0.704,monsoon,0.0,0.401,0.723,0.0,0.638,0.01,0.457,0.0,0.0,2025-08-11
East-Central,137,34,0.843,monsoon,0.0,0.51,0.673,0.0,0.545,0.0,0.354,0.0,0.0,2025-08-18
East-Central,138,35,0.598,monsoon,0.0,0.516,0.561,0.014,0.467,0.01,0.34,0.01,0.007,2025-08-25
East-Central,139,36,0.589,monsoon,0.2,0.607,0.48,0.011,0.423,0.011,0.219,0.0,0.006,2025-09-01
East-Central,140,37,0.435,monsoon,0.2,0.697,0.423,0.0,0.421,0.007,0.154,0.022,0.027,2025-09-08
East-Central,141,38,0.44,monsoon,0.2,0.689,0.339,0.021,0.358,0.059,0.346,0.0,0.0,2025-09-15
East-Central,142,39,0.394,post-monsoon,0.0,0.696,0.223,0.023,0.282,0.055,0.109,0.001,0.0,2025-09-22
East-Central,143,40,0.297,post-monsoon,0.0,0.647,0.239,0.0,0.248,0.09,0.084,0.0,0.0,2025-09-29
East-Central,144,41,0.349,post-monsoon,0.8,0.595,0.191,0.0,0.202,0.117,0.009,0.0,0.008,2025-10-06
East-Central,145,42,0.241,post-monsoon,0.8,0.508,0.122,0.058,0.139,0.179,0.017,0.24,0.0,2025-10-13
East-Central,146,43,0.203,post-monsoon,0.8,0.419,0.116,0.015,0.129,0.204,0.0,0.0,0.037,2025-10-20
East-Central,147,44,0.155,post-monsoon,0.7,0.347,0.046,0.0,0.095,0.254,0.0,0.0,0.0,2025-10-27
East-Central,148,45,0.166,post-monsoon,0.7,0.266,0.031,0.0,0.084,0.337,0.0,0.012,0.0,2025-11-03
East-Central,149,46,0.062,post-monsoon,0.0,0.235,0.012,0.0,0.093,0.381,0.0,0.051,0.053,2025-11-10
East-Central,150,47,0.145,winter,0.0,0.122,0.022,0.075,0.058,0.418,0.0,0.013,0.014,2025-11-17
East-Central,151,48,0.132,winter,0.0,0.097,0.001,0.006,0.017,0.42,0.0,0.0,0.009,2025-11-24
East-Central,152,49,0.074,winter,0.0,0.051,0.0,0.03,0.046,0.441,0.01,0.01,0.0,2025-12-01
East-Central,153,50,0.041,winter,0.0,0.061,0.0,0.0,0.001,0.482,0.021,0.02,0.026,2025-12-08
East-Central,154,51,0.02,winter,0.3,0.018,0.012,0.0,0.06,0.51,0.012,0.0,0.013,2025-12-15
East-Central,155,52,0.07,winter,0.3,0.027,0.0,0.0,0.0,0.489,0.015,0.0,0.0,2025-12-22
North,0,1,-0.031,winter,0.4,0.0,0.0,0.859,0.0,0.923,0.012,0.008,0.003,2023-01-02
North,1,2,0.102,winter,0.4,0.016,0.01,0.867,0.031,0.936,0.0,0.018,0.0,2023-01-09
North,2,3,0.035,winter,0.4,0.01,0.019,0.852,0.02,0.848,0.001,0.051,0.013,2023-01-16
North,3,4,0.039,winter,0.0,0.016,0.042,0.861,0.027,0.849,0.005,0.0,0.0,2023-01-23
North,4,5,-0.083,winter,0.0,0.016,0.0,0.876,0.002,0.989,0.0,0.0,0.048,2023-01-30
North,5,6,-0.022,winter,0.0,0.052,0.045,0.839,0.018,0.682,0.022,0.0,0.025,2023-02-06
North,6,7,0.086,winter,0.0,0.0,0.038,0.689,0.0,0.663,0.0,0.007,0.011,2023-02-13
North,7,8,0.083,winter,0.0,0.03,0.018,0.636,0.051,0.547,0.013,0.032,0.023,2023-02-20
North,8,9,0.097,winter,0.0,0.016,0.0,0.569,0.027,0.486,0.0,0.025,0.0,2023-02-27
North,9,10,0.025,winter,0.0,0.026,0.0,0.454,0.056,0.361,0.0,0.0,0.0,2023-03-06
North,10,11,0.096,winter,0.9,0.0,0.044,0.352,0.014,0.34,0.014,0.346,0.012,2023-03-13
North,11,12,0.064,winter,0.9,0.009,0.0,0.304,0.088,0.24,0.023,0.017,0.0,2023-03-20
North,12,13,0.111,winter,0.9,0.02,0.0,0.206,0.048,0.589,0.0,0.018,0.0,2023-03-27
North,13,14,-0.138,winter,0.6,0.0,0.0,0.137,0.149,0.161,0.036,0.0,0.0,2023-04-03
North,14,15,0.031,pre-monsoon,0.6,0.021,0.017,0.102,0.171,0.133,0.001,0.0,0.0,2023-04-10
North,15,16,0.048,pre-monsoon,0.0,0.0,0.0,0.056,0.226,0.061,0.054,0.025,0.0,2023-04-17
North,16,17,0.102,pre-monsoon,0.0,0.018,0.0,0.065,0.248,0.107,0.032,0.0,0.034,2023-04-24
North,17,18,-0.014,pre-monsoon,0.0,0.011,0.0,0.055,0.31,0.035,0.059,0.012,0.0,2023-05-01
North,18,19,0.056,pre-monsoon,0.0,0.0,0.0,0.027,0.387,0.045,0.049,0.007,0.042,2023-05-08
North,19,20,0.219,pre-monsoon,0.0,0.027,0.0,0.019,0.427,0.005,0.117,0.0,0.0,2023-05-15
North,20,21,0.163,pre-monsoon,0.0,0.091,0.03,0.0,0.475,0.04,0.136,0.0,0.0,2023-05-22
North,21,22,0.269,pre-monsoon,0.0,0.0,0.051,0.021,0.463,0.054,0.117,0.0,0.001,2023-05-29
North,22,23,0.28,pre-monsoon,0.5,0.082,0.022,0.0,0.548,0.016,0.219,0.025,0.008,2023-06-05
North,23,24,0.293,pre-monsoon,0.5,0.104,0.064,0.0,0.563,0.014,0.313,0.047,0.0,2023-06-12
North,24,25,0.295,pre-monsoon,0.5,0.167,0.094,0.046,0.587,0.019,0.37,0.0,0.0,2023-06-19
North,25,26,0.505,pre-monsoon,0.0,0.177,0.117,0.011,0.58,0.0,0.5,0.0,0.0,2023-06-26
North,26,27,0.557,monsoon,0.0,0.241,0.151,0.004,0.551,0.03,0.447,0.034,0.0,2023-07-03
North,27,28,0.412,monsoon,0.0,0.325,0.223,0.028,0.592,0.023,0.516,0.0,0.008,2023-07-10
North,28,29,0.673,monsoon,0.0,0.369,0.221,0.008,0.608,0.0,0.579,0.0,0.0,2023-07-17
North,29,30,0.649,monsoon,0.0,0.496,0.318,0.008,0.514,0.0,0.562,0.0,0.425,2023-07-24
North,30,31,0.608,monsoon,0.0,0.611,0.335,0.028,0.475,0.0,0.569,0.0,0.018,2023-07-31
North,31,32,0.771,monsoon,0.0,0.662,0.365,0.0,0.427,0.032,0.544,0.0,0.009,2023-08-07
North,32,33,0.673,monsoon,0.0,0.764,0.345,0.025,0.354,0.0,0.506,0.0,0.023,2023-08-14
North,33,34,0.639,monsoon,0.0,0.803,0.393,0.014,0.331,0.059,0.435,0.027,0.0,2023-08-21
North,34,35,0.613,monsoon,0.0,0.918,0.421,0.033,0.237,0.021,0.349,0.0,0.012,2023-08-28
North,35,36,0.78,monsoon,0.2,0.998,0.706,0.0,0.248,0.075,0.291,0.02,0.009,2023-09-04
North,36,37,0.733,monsoon,0.2,0.944,0.377,0.004,0.175,0.08,0.236,0.001,0.0,2023-09-11
North,37,38,0.552,monsoon,0.2,0.931,0.269,0.05,0.143,0.087,0.175,0.003,0.0,2023-09-18
North,38,39,0.468,monsoon,0.0,0.966,0.211,0.023,0.122,0.319,0.118,0.0,0.019,2023-09-25
North,39,40,0.442,monsoon,0.0,0.792,0.211,0.07,0.102,0.187,0.024,0.0,0.0,2023-10-02
North,40,41,0.373,monsoon,0.6,0.78,0.181,0.024,0.059,0.238,0.051,0.038,0.004,2023-10-09
North,41,42,0.292,post-monsoon,0.6,0.704,0.267,0.051,0.081,0.26,0.0,0.0,0.005,2023-10-16
North,42,43,0.218,post-monsoon,1.0,0.599,0.071,0.085,0.072,0.29,0.019,0.015,0.014,2023-10-23
North,43,44,0.133,post-monsoon,1.0,0.476,0.013,0.187,0.474,0.356,0.008,0.0,0.0,2023-10-30
North,44,45,0.204,post-monsoon,1.0,0.403,0.019,0.169,0.056,0.478,0.0,0.014,0.019,2023-11-06
North,45,46,0.274,post-monsoon,0.0,0.275,0.042,0.314,0.031,0.528,0.0,0.0,0.016,2023-11-13
North,46,47,0.14,post-monsoon,0.0,0.211,0.041,0.348,0.019,0.632,0.02,0.0,0.0,2023-11-20
North,47,48,0.126,winter,0.0,0.179,0.059,0.507,0.0,0.706,0.0,0.019,0.045,2023-11-27
North,48,49,0.003,winter,0.0,0.096,0.0,0.571,0.0,0.763,0.0,0.044,0.004,2023-12-04
North,49,50,0.018,winter,0.0,0.123,0.0,0.64,0.013,0.788,0.0,0.05,0.024,2023-12-11
North,50,51,0.007,winter,0.4,0.026,0.014,0.731,0.0,0.886,0.018,0.0,0.0,2023-12-18
North,51,52,0.119,winter,0.4,0.051,0.0,0.783,0.0,0.923,0.0,0.0,0.0,2023-12-25
North,52,1,0.123,winter,0.4,0.0,0.0,0.859,0.003,0.94,0.017,0.0,0.033,2024-01-01
North,53,2,-0.129,winter,0.4,0.0,0.006,0.896,0.003,0.864,0.021,0.0,0.0,2024-01-08
North,54,3,0.016,winter,0.4,0.053,0.0,0.867,0.016,0.853,0.021,0.0,0.037,2024-01-15
North,55,4,-0.058,winter,0.0,0.001,0.0,0.868,0.0,0.818,0.03,0.005,0.0,2024-01-22
North,56,5,-0.0,winter,0.0,0.026,0.037,0.852,0.007,0.764,0.0,0.0,0.0,2024-01-29
North,57,6,0.127,winter,0.0,0.0,0.0,0.781,0.009,0.728,0.031,0.0,0.006,2024-02-05
North,58,7,-0.018,winter,0.0,0.026,0.005,0.692,0.0,0.609,0.0,0.001,0.011,2024-02-12
North,59,8,0.08,winter,0.0,0.0,0.0,0.714,0.019,0.587,0.0,0.064,0.0,2024-02-19
North,60,9,0.022,winter,0.0,0.031,0.002,0.532,0.034,0.44,0.0,0.025,0.039,2024-02-26
North,61,10,-0.047,winter,0.0,0.0,0.052,0.447,0.008,0.424,0.008,0.044,0.0,2024-03-04
North,62,11,-0.032,winter,0.9,0.025,0.0,0.357,0.125,0.314,0.006,0.004,0.0,2024-03-11
North,63,12,-0.106,winter,0.9,0.01,0.031,0.286,0.097,0.237,0.01,0.016,0.01,2024-03-18
North,64,13,-0.045,winter,0.9,0.0,0.0,0.243,0.086,0.253,0.003,0.0,0.0,2024-03-25
North,65,14,-0.048,winter,0.6,0.016,0.0,0.151,0.094,0.169,0.0,0.018,0.013,2024-04-01
North,66,15,0.171,pre-monsoon,0.6,0.0,0.011,0.087,0.174,0.115,0.0,0.018,0.0,2024-04-08
North,67,16,0.038,pre-monsoon,0.0,0.0,0.0,0.058,0.26,0.066,0.0,0.034,0.047,2024-04-15
North,68,17,0.045,pre-monsoon,0.0,0.425,0.0,0.083,0.294,0.043,0.015,0.009,0.023,2024-04-22
North,69,18,0.147,pre-monsoon,0.0,0.042,0.007,0.037,0.355,0.047,0.07,0.008,0.008,2024-04-29
North,70,19,0.093,pre-monsoon,0.0,0.014,0.0,0.058,0.357,0.035,0.07,0.065,0.018,2024-05-06
North,71,20,0.142,pre-monsoon,0.0,0.0,0.0,0.0,0.409,0.006,0.124,0.0,0.0,2024-05-13
North,72,21,0.107,pre-monsoon,0.0,0.052,0.0,0.013,0.464,0.026,0.15,0.07,0.004,2024-05-20
North,73,22,0.272,pre-monsoon,0.0,0.044,0.032,0.0,0.506,0.0,0.145,0.005,0.019,2024-05-27
North,74,23,0.327,pre-monsoon,0.5,0.068,0.059,0.035,0.54,0.035,0.189,0.0,0.0,2024-06-03
North,75,24,0.284,pre-monsoon,0.5,0.107,0.08,0.001,0.618,0.0,0.265,0.0,0.002,2024-06-10
North,76,25,0.408,pre-monsoon,0.5,0.117,0.079,0.013,0.625,0.032,0.355,0.0,0.037,2024-06-17
North,77,26,0.344,pre-monsoon,0.0,0.175,0.067,0.013,0.589,0.012,0.427,0.007,0.001,2024-06-24
North,78,27,0.512,monsoon,0.0,0.257,0.135,0.0,0.569,0.023,0.517,0.018,0.0,2024-07-01
North,79,28,0.538,monsoon,0.0,0.293,0.168,0.002,0.591,0.001,0.539,0.0,0.06,2024-07-08
North,80,29,0.622,monsoon,0.0,0.388,0.236,0.0,0.538,0.0,0.584,0.005,0.018,2024-07-15
North,81,30,0.677,monsoon,0.0,0.467,0.276,0.0,0.485,0.025,0.579,0.011,0.0,2024-07-22
North,82,31,0.657,monsoon,0.0,0.531,0.395,0.0,0.458,0.027,0.565,0.013,0.0,2024-07-29
North,83,32,0.832,monsoon,0.0,0.668,0.383,0.015,0.381,0.003,0.574,0.037,0.0,2024-08-05
North,84,33,0.731,monsoon,0.0,0.776,0.365,0.0,0.388,0.059,0.542,0.0,0.0,2024-08-12
North,85,34,0.749,monsoon,0.0,0.868,0.405,0.0,0.301,0.0,0.474,0.0,0.011,2024-08-19
North,86,35,0.51,monsoon,0.0,0.893,0.349,0.001,0.228,0.05,0.389,0.0,0.037,2024-08-26
North,87,36,0.584,monsoon,0.2,0.95,0.362,0.006,0.234,0.027,0.29,0.0,0.043,2024-09-02
North,88,37,0.703,monsoon,0.2,0.94,0.369,0.0,0.173,0.031,0.277,0.0,0.027,2024-09-09
North,89,38,0.488,monsoon,0.2,0.906,0.319,0.0,0.129,0.047,0.13,0.019,0.009,2024-09-16
North,90,39,0.434,monsoon,0.0,0.886,0.234,0.0,0.095,0.119,0.136,0.027,0.019,2024-09-23
North,91,40,0.397,monsoon,0.0,0.827,0.168,0.041,0.08,0.145,0.056,0.026,0.029,2024-09-30
North,92,41,0.226,monsoon,0.6,0.751,0.144,0.082,0.07,0.529,0.051,0.0,0.0,2024-10-07
North,93,42,0.283,post-monsoon,0.6,0.664,0.035,0.117,0.036,0.261,0.023,0.271,0.012,2024-10-14
North,94,43,0.252,post-monsoon,1.0,0.615,0.072,0.107,0.048,0.352,0.049,0.0,0.019,2024-10-21
North,95,44,0.142,post-monsoon,1.0,0.481,0.011,0.188,0.016,0.614,0.037,0.0,0.024,2024-10-28
North,96,45,0.155,post-monsoon,1.0,0.393,0.01,0.198,0.0,0.447,0.0,0.001,0.016,2024-11-04
North,97,46,0.083,post-monsoon,0.0,0.362,0.001,0.282,0.0,0.51,0.272,0.0,0.0,2024-11-11
North,98,47,0.109,post-monsoon,0.0,0.257,0.018,0.359,0.0,0.621,0.0,0.009,0.533,2024-11-18
North,99,48,0.124,winter,0.0,0.196,0.054,0.473,0.003,0.713,0.0,0.043,0.011,2024-11-25
North,100,49,0.153,winter,0.0,0.165,0.064,0.551,0.0,0.801,0.014,0.049,0.04,2024-12-02
North,101,50,-0.002,winter,0.0,0.06,0.012,0.654,0.0,0.829,0.001,0.027,0.0,2024-12-09
North,102,51,0.031,winter,0.4,0.026,0.0,0.702,0.0,0.856,0.0,0.0,0.004,2024-12-16
North,103,52,-0.029,winter,0.4,0.054,0.003,0.825,0.02,1.417,0.0,0.0,0.002,2024-12-23
North,104,1,-0.028,winter,0.4,0.0,0.0,0.819,0.03,0.95,0.004,0.018,0.025,2024-12-30
North,105,2,0.036,winter,0.4,0.03,0.023,0.953,0.039,0.917,0.016,0.039,0.023,2025-01-06
North,106,3,-0.15,winter,0.4,0.021,0.024,0.901,0.0,0.856,0.008,0.026,0.022,2025-01-13
North,107,4,0.061,winter,0.0,0.0,0.021,0.861,0.025,0.829,0.0,0.0,0.031,2025-01-20
North,108,5,-0.093,winter,0.0,0.029,0.0,0.86,0.021,0.789,0.005,0.0,0.0,2025-01-27
North,109,6,-0.025,winter,0.0,0.017,0.0,0.793,0.0,0.678,0.0,0.0,0.0,2025-02-03
North,110,7,0.176,winter,0.0,0.0,0.011,0.742,0.038,0.612,0.014,0.011,0.015,2025-02-10
North,111,8,0.086,winter,0.0,0.046,0.005,0.639,0.02,0.535,0.001,0.017,0.0,2025-02-17
North,112,9,0.127,winter,0.0,0.0,0.0,0.581,0.029,0.47,0.009,0.006,0.015,2025-02-24
North,113,10,-0.04,winter,0.0,0.0,0.0,0.481,0.027,0.38,0.0,0.021,0.013,2025-03-03
North,114,11,0.01,winter,0.9,0.0,0.019,0.371,0.032,0.314,0.0,0.0,0.0,2025-03-10
North,115,12,0.053,winter,0.9,0.015,0.0,0.791,0.104,0.288,0.0,0.029,0.001,2025-03-17
North,116,13,0.14,winter,0.9,0.028,0.011,0.196,0.074,0.23,0.0,0.0,0.003,2025-03-24
North,117,14,-0.004,winter,0.6,0.0,0.0,0.197,0.128,0.171,0.019,0.012,0.017,2025-03-31
North,118,15,-0.077,pre-monsoon,0.6,0.0,0.054,0.103,0.151,0.153,0.245,0.038,0.026,2025-04-07
North,119,16,0.161,pre-monsoon,0.0,0.0,0.0,0.08,0.217,0.075,0.0,0.0,0.0,2025-04-14
North,120,17,0.074,pre-monsoon,0.0,0.0,0.0,0.06,0.25,0.036,0.0,0.0,0.037,2025-04-21
North,121,18,0.129,pre-monsoon,0.0,0.041,0.0,0.068,0.375,0.096,0.067,0.0,0.0,2025-04-28
North,122,19,0.009,pre-monsoon,0.0,0.006,0.018,0.058,0.377,0.067,0.0,0.005,0.004,2025-05-05
North,123,20,0.1,pre-monsoon,0.0,0.034,0.0,0.047,0.864,0.056,0.098,0.0,0.0,2025-05-12
North,124,21,0.11,pre-monsoon,0.0,0.0,0.007,0.0,0.454,0.011,0.124,0.0,0.0,2025-05-19
North,125,22,0.151,pre-monsoon,0.0,0.008,0.0,0.029,0.51,0.049,0.144,0.0,0.0,2025-05-26
North,126,23,0.058,pre-monsoon,0.5,0.083,0.024,0.0,0.542,0.0,0.231,0.014,0.005,2025-06-02
North,127,24,0.205,pre-monsoon,0.5,0.083,0.08,0.036,0.595,0.0,0.295,0.029,0.0,2025-06-09
North,128,25,0.401,pre-monsoon,0.5,0.126,0.084,0.029,0.89,0.0,0.372,0.0,0.0,2025-06-16
North,129,26,0.449,pre-monsoon,0.0,0.203,0.114,0.0,0.604,0.006,0.42,0.031,0.0,2025-06-23
North,130,27,0.497,monsoon,0.0,0.223,0.147,0.0,0.602,0.025,0.497,0.0,0.0,2025-06-30
North,131,28,0.466,monsoon,0.0,0.302,0.182,0.024,0.562,0.0,0.536,0.0,0.0,2025-07-07
North,132,29,0.662,monsoon,0.0,0.398,0.267,0.02,0.558,0.0,0.599,0.0,0.0,2025-07-14
North,133,30,0.668,monsoon,0.0,0.524,0.274,0.039,0.521,0.012,0.595,0.0,0.0,2025-07-21
North,134,31,0.574,monsoon,0.0,0.584,0.353,0.007,0.468,0.025,0.583,0.0,0.01,2025-07-28
North,135,32,0.65,monsoon,0.0,0.662,0.333,0.007,0.429,0.026,0.565,0.0,0.0,2025-08-04
North,136,33,0.794,monsoon,0.0,0.788,0.409,0.029,0.382,0.0,0.477,0.003,0.0,2025-08-11
North,137,34,0.602,monsoon,0.0,0.811,0.423,0.0,0.312,0.041,0.407,0.0,0.0,2025-08-18
North,138,35,0.755,monsoon,0.0,0.86,0.425,0.0,0.281,0.029,0.343,0.008,0.0,2025-08-25
North,139,36,0.617,monsoon,0.2,0.891,0.357,0.005,0.233,0.053,0.314,0.0,0.031,2025-09-01
North,140,37,0.44,monsoon,0.2,0.946,0.259,0.01,0.19,0.038,0.226,0.0,0.0,2025-09-08
North,141,38,0.482,monsoon,0.2,0.964,0.273,0.07,0.169,0.075,0.135,0.0,0.0,2025-09-15
North,142,39,0.465,monsoon,0.0,0.896,0.224,0.032,0.113,0.128,0.09,0.02,0.0,2025-09-22
North,143,40,0.507,monsoon,0.0,0.855,0.189,0.032,0.071,0.131,0.059,0.026,0.0,2025-09-29
North,144,41,0.314,monsoon,0.6,0.793,0.147,0.026,0.074,0.199,0.048,0.016,0.0,2025-10-06
North,145,42,0.297,post-monsoon,0.6,0.647,0.087,0.075,0.422,0.211,0.0,0.021,0.0,2025-10-13
North,146,43,0.17,post-monsoon,1.0,0.581,0.079,0.115,0.037,0.276,0.0,0.012,0.0,2025-10-20
North,147,44,0.242,post-monsoon,1.0,0.487,0.085,0.162,0.02,0.458,0.01,0.007,0.417,2025-10-27
North,148,45,0.083,post-monsoon,1.0,0.385,0.027,0.213,0.011,0.498,0.0,0.016,0.036,2025-11-03
North,149,46,0.064,post-monsoon,0.0,0.333,0.0,0.314,0.02,0.555,0.0,0.018,0.0,2025-11-10
North,150,47,0.14,post-monsoon,0.0,0.249,0.014,0.374,0.0,0.64,0.031,0.052,0.007,2025-11-17
North,151,48,0.109,winter,0.0,0.147,0.039,0.45,0.453,0.72,0.015,0.0,0.016,2025-11-24
North,152,49,0.139,winter,0.0,0.086,0.0,0.546,0.028,0.738,0.0,0.0,0.0,2025-12-01
North,153,50,0.098,winter,0.0,0.117,0.002,0.636,0.0,0.801,0.0,0.002,0.0,2025-12-08
North,154,51,-0.078,winter,0.4,0.028,0.017,0.709,0.0,0.846,0.02,0.051,0.021,2025-12-15
